Name,FileName,BJD,S,SNR,Decker,Seeing
"HD 185144","bj01.46   ",13237.736,0.2112,55,"B5",1.0
"HD 185144","bj01.47   ",13237.738,0.212,34,"B5",1.1
"HD 185144","bj01.48   ",13237.739,0.2094,28,"B5",1.1
"HD 185144","bj01.49   ",13237.74,0.2118,30,"B5",1.2
"HD 185144","bj01.50   ",13237.74,0.2094,36,"B5",1.0
"HD 185144","bj01.51   ",13237.741,0.2112,43,"B5",1.1
"HD 185144","bj01.52   ",13237.742,0.2113,43,"B5",1.0
"HD 185144","bj01.53   ",13237.742,0.2114,48,"B5",1.1
"HD 185144","bj01.54   ",13237.743,0.2101,52,"B5",1.0
"HD 185144","bj01.55   ",13237.744,0.2115,49,"B5",1.0
"HD 185144","bj01.56   ",13237.744,0.2108,51,"B5",1.1
"HD 185144","bj01.57   ",13237.745,0.2106,50,"B5",1.1
"HD 185144","bj01.58   ",13237.746,0.2101,56,"B5",1.0
"HD 185144","bj01.59   ",13237.746,0.2114,59,"B5",1.0
"HD 185144","bj01.60   ",13237.747,0.2111,57,"B5",1.1
"HD 185144","bj01.61   ",13237.747,0.2107,62,"B5",1.1
"HD 185144","bj01.62   ",13237.748,0.2107,64,"B5",1.1
"HD 185144","bj01.63   ",13237.749,0.2109,68,"B5",1.1
"HD 185144","bj01.64   ",13237.749,0.211,62,"B5",1.2
"HD 185144","bj01.65   ",13237.75,0.2106,78,"B5",1.1
"HD 185144","bj01.66   ",13237.751,0.2104,73,"B5",1.1
"HD 185144","bj01.67   ",13237.751,0.2102,78,"B5",1.2
"HD 185144","bj01.68   ",13237.752,0.2108,83,"B5",1.1
"HD 185144","bj01.69   ",13237.753,0.2106,89,"B5",1.1
"HD 185144","bj01.70   ",13237.753,0.2114,88,"B5",1.1
"HD 185144","bj01.71   ",13237.754,0.2108,97,"B5",1.1
"HD 185144","bj01.72   ",13237.755,0.2109,94,"B5",1.1
"HD 185144","bj01.73   ",13237.757,0.2108,73,"B5",1.1
"HD 185144","bj01.74   ",13237.757,0.21,70,"B5",1.3
"HD 185144","bj01.75   ",13237.758,0.2119,77,"B5",1.0
"HD 185144","bj01.76   ",13237.759,0.2105,73,"B5",1.1
"HD 185144","bj01.78   ",13237.76,0.2104,77,"B5",1.0
"HD 185144","bj01.79   ",13237.761,0.2104,70,"B5",1.2
"HD 185144","bj01.80   ",13237.761,0.2118,72,"B1",1.1
"HD 185144","bj01.81   ",13237.762,0.2118,72,"B1",1.1
"HD 185144","bj01.82   ",13237.763,0.2106,73,"B1",1.0
"HD 185144","bj01.83   ",13237.763,0.2113,71,"B1",1.0
"HD 185144","bj01.84   ",13237.764,0.2121,67,"B1",1.1
"HD 185144","bj01.85   ",13237.765,0.2116,69,"B1",1.1
"HD 185144","bj01.86   ",13237.765,0.2108,67,"B1",1.1
"HD 185144","bj01.168  ",13237.955,0.2107,58,"B1",1.0
"HD 185144","bj01.169  ",13237.956,0.2111,54,"B1",1.1
"HD 185144","bj01.170  ",13237.956,0.2113,57,"B1",1.2
"HD 185144","bj01.171  ",13237.957,0.2113,55,"B1",1.0
"HD 185144","bj01.172  ",13237.957,0.21,60,"B1",1.0
"HD 185144","bj01.382  ",13238.844,0.2116,72,"B5",1.0
"HD 185144","bj01.383  ",13238.844,0.2112,70,"B5",1.1
"HD 185144","bj01.384  ",13238.845,0.2115,74,"B5",1.1
"HD 185144","bj01.385  ",13238.846,0.2121,73,"B1",1.1
"HD 185144","bj01.386  ",13238.846,0.2111,71,"B1",1.1
"HD 185144","bj01.387  ",13238.847,0.2114,71,"B1",1.0
"HD 185144","bj01.679  ",13239.864,0.2122,73,"B5",1.0
"HD 185144","bj01.680  ",13239.865,0.2115,68,"B5",1.1
"HD 185144","bj01.681  ",13239.866,0.2111,70,"B5",1.1
"HD 185144","bj01.682  ",13239.866,0.2125,67,"B1",1.1
"HD 185144","bj01.683  ",13239.867,0.2119,65,"B1",1.1
"HD 185144","bj01.684  ",13239.868,0.2118,67,"B1",1.4
"HD 185144","bj01.1034 ",13240.901,0.2113,67,"B5",1.2
"HD 185144","bj01.1035 ",13240.902,0.2118,70,"B5",1.1
"HD 185144","bj01.1036 ",13240.902,0.2116,71,"B5",1.2
"HD 185144","bj01.1037 ",13240.903,0.2122,65,"B1",1.2
"HD 185144","bj01.1038 ",13240.904,0.2119,65,"B1",1.3
"HD 185144","bj01.1039 ",13240.905,0.2117,68,"B1",1.1
"HD 185144","bj02.114  ",13301.684,0.2119,63,"B5",1.1
"HD 185144","bj02.115  ",13301.685,0.2122,64,"B5",1.2
"HD 185144","bj02.116  ",13301.686,0.2112,62,"B5",1.4
"HD 185144","bj02.529  ",13302.79,0.2118,60,"B5",0.9
"HD 185144","bj02.530  ",13302.791,0.2122,61,"B5",0.9
"HD 185144","bj02.531  ",13302.792,0.2119,61,"B5",1.0
"HD 185144","bj02.922  ",13303.726,0.2113,45,"B5",1.6
"HD 185144","bj02.923  ",13303.73,0.2122,58,"B5",1.3
"HD 185144","bj03.129  ",13338.678,0.212,62,"B5",1.0
"HD 185144","bj03.130  ",13338.679,0.2107,61,"B5",0.9
"HD 185144","bj03.131  ",13338.68,0.2119,55,"B5",1.1
"HD 185144","bj03.132  ",13338.681,0.2114,56,"B5",1.0
"HD 185144","bj03.133  ",13338.682,0.211,53,"B5",1.1
"HD 185144","bj03.534  ",13339.696,0.2116,55,"B5",1.3
"HD 185144","bj03.535  ",13339.697,0.211,55,"B5",1.3
"HD 185144","bj03.536  ",13339.699,0.2117,55,"B5",1.3
"HD 185144","bj07.186  ",13479.144,0.198,37,"B5",0.9
"HD 185144","bj07.187  ",13479.145,0.1986,40,"B5",1.0
"HD 185144","bj07.188  ",13479.146,0.2005,39,"B5",0.9
"HD 185144","bj07.467  ",13480.106,0.2003,61,"B5",1.4
"HD 185144","bj07.468  ",13480.107,0.2006,60,"B5",1.4
"HD 185144","bj07.469  ",13480.107,0.2003,61,"B5",1.4
"HD 185144","bj08.262  ",13547.105,0.198,64,"B5",1.1
"HD 185144","bj08.263  ",13547.106,0.1981,62,"B5",1.1
"HD 185144","bj08.264  ",13547.106,0.1983,60,"B5",1.1
"HD 185144","bj08.265  ",13547.107,0.1981,61,"B5",1.1
"HD 185144","bj08.266  ",13547.107,0.1983,61,"B5",1.0
"HD 185144","bj08.620  ",13548.038,0.1982,63,"B5",1.2
"HD 185144","bj08.621  ",13548.039,0.1992,62,"B5",1.1
"HD 185144","bj08.622  ",13548.04,0.1991,62,"B5",1.3
"HD 185144","bj08.623  ",13548.042,0.1988,62,"B5",1.2
"HD 185144","bj08.624  ",13548.043,0.1983,61,"B5",1.3
"HD 185144","bj08.890  ",13549.118,0.1984,61,"B5",1.1
"HD 185144","bj08.891  ",13549.118,0.1982,61,"B5",1.2
"HD 185144","bj08.892  ",13549.119,0.1986,59,"B5",1.1
"HD 185144","bj08.1200 ",13550.011,0.199,66,"B5",0.9
"HD 185144","bj08.1201 ",13550.011,0.1981,64,"B5",0.9
"HD 185144","bj08.1202 ",13550.012,0.198,64,"B5",0.9
"HD 185144","bj08.1203 ",13550.013,0.1982,63,"B5",0.9
"HD 185144","bj08.1204 ",13550.013,0.1983,63,"B5",1.0
"HD 185144","bj08.2018 ",13552.014,0.2001,67,"B5",0.9
"HD 185144","bj08.2019 ",13552.016,0.1994,67,"B5",0.9
"HD 185144","bj08.2020 ",13552.016,0.1995,65,"B5",1.0
"HD 185144","bj08.2021 ",13552.018,0.2004,65,"B5",1.0
"HD 185144","bj09.165  ",13570.89,0.1963,66,"B5",1.0
"HD 185144","bj09.166  ",13570.891,0.1967,63,"B5",1.2
"HD 185144","bj09.167  ",13570.891,0.197,63,"B5",1.0
"HD 185144","bj11.176  ",13602.932,0.1948,63,"B5",0.9
"HD 185144","bj11.177  ",13602.933,0.1946,62,"B5",0.9
"HD 185144","bj11.178  ",13602.933,0.1948,62,"B5",0.9
"HD 185144","bj11.179  ",13602.934,0.1949,65,"B5",0.8
"HD 185144","bj11.180  ",13602.935,0.1946,64,"B5",0.9
"HD 185144","bj11.503  ",13603.723,0.1939,60,"B5",0.9
"HD 185144","bj11.504  ",13603.724,0.1958,61,"B5",0.9
"HD 185144","bj11.505  ",13603.725,0.1942,61,"B5",0.9
"HD 185144","bj11.968  ",13604.909,0.1943,61,"B5",1.1
"HD 185144","bj11.969  ",13604.91,0.1947,61,"B5",1.0
"HD 185144","bj11.970  ",13604.91,0.1942,62,"B5",1.0
"HD 185144","bj12.135  ",13688.707,0.1897,37,"B5",1.8
"HD 185144","bj12.136  ",13688.714,0.1893,43,"B5",1.8
"HD 185144","bj12.137  ",13688.721,0.19,18,"B5",2.0
"HD 185144","bj13.487  ",13693.695,0.1915,60,"B5",1.1
"HD 185144","bj13.488  ",13693.696,0.1914,62,"B5",1.1
"HD 185144","bj13.489  ",13693.697,0.1911,62,"B5",1.2
"HD 185144","bj13.1006 ",13694.683,0.1913,57,"B5",1.3
"HD 185144","bj13.1007 ",13694.683,0.1899,61,"B5",1.2
"HD 185144","bj13.1008 ",13694.684,0.1899,62,"B5",1.2
"HD 185144","bj13.1009 ",13694.685,0.1912,59,"B5",1.3
"HD 185144","bj13.1010 ",13694.685,0.1908,60,"B5",1.1
"HD 185144","bj13.1506 ",13695.682,0.1906,66,"B5",1.1
"HD 185144","bj13.1507 ",13695.683,0.1893,63,"B5",1.1
"HD 185144","bj13.1508 ",13695.683,0.1909,62,"B5",1.1
"HD 185144","bj13.2009 ",13696.682,0.19,58,"B5",1.2
"HD 185144","bj13.2010 ",13696.682,0.1911,60,"B5",1.2
"HD 185144","bj13.2011 ",13696.683,0.1912,58,"B5",1.3
"HD 185144","bj13.2012 ",13696.684,0.1903,61,"B5",1.3
"HD 185144","bj13.2013 ",13696.684,0.1893,61,"B5",1.3
"HD 185144","bj19.230  ",13926.006,0.1876,68,"B5",1.0
"HD 185144","bj19.231  ",13926.007,0.1874,63,"B5",1.0
"HD 185144","bj19.232  ",13926.007,0.1875,65,"B5",0.9
"HD 185144","bj19.555  ",13926.884,0.1883,63,"B5",1.1
"HD 185144","bj19.556  ",13926.885,0.1868,62,"B5",1.0
"HD 185144","bj19.557  ",13926.885,0.1872,63,"B5",1.1
"HD 185144","bj19.988  ",13927.902,0.1873,63,"B5",1.0
"HD 185144","bj19.989  ",13927.903,0.1873,64,"B5",1.0
"HD 185144","bj19.990  ",13927.904,0.1864,66,"B5",1.0
"HD 185144","bj20.9    ",13931.03,0.1856,59,"B5",1.5
"HD 185144","bj20.10   ",13931.03,0.1864,58,"B5",1.6
"HD 185144","bj20.11   ",13931.031,0.1859,63,"B5",1.3
"HD 185144","bj20.12   ",13931.032,0.1865,58,"B5",1.4
"HD 185144","bj20.13   ",13931.032,0.1858,60,"B5",1.3
"HD 185144","bj20.491  ",13931.987,0.186,64,"B5",1.7
"HD 185144","bj20.492  ",13931.988,0.1864,63,"B5",1.6
"HD 185144","bj20.493  ",13931.988,0.1863,63,"B5",1.5
"HD 185144","bj20.870  ",13932.884,0.1852,64,"B5",1.4
"HD 185144","bj20.871  ",13932.885,0.185,65,"B5",1.1
"HD 185144","bj20.872  ",13932.885,0.1858,66,"B5",1.2
"HD 185144","bj20.1645 ",13934.896,0.1853,62,"B5",1.3
"HD 185144","bj20.1646 ",13934.896,0.1848,66,"B5",1.2
"HD 185144","bj20.1647 ",13934.897,0.1852,65,"B5",1.2
"HD 185144","bj21.442  ",13960.882,0.1851,62,"B5",1.3
"HD 185144","bj21.443  ",13960.883,0.1851,64,"B5",1.1
"HD 185144","bj21.444  ",13960.884,0.1857,65,"B5",1.0
"HD 185144","bj21.862  ",13961.891,0.1843,62,"B5",1.2
"HD 185144","bj21.863  ",13961.892,0.1856,63,"B5",1.2
"HD 185144","bj21.864  ",13961.893,0.1851,63,"B5",1.1
"HD 185144","bj22.296  ",13968.974,0.1876,58,"B5",1.0
"HD 185144","bj22.297  ",13968.975,0.1882,61,"B5",1.0
"HD 185144","bj22.298  ",13968.975,0.188,61,"B5",1.0
"HD 185144","bj23.147  ",13981.811,0.1863,68,"B5",0.9
"HD 185144","bj23.148  ",13981.812,0.1869,68,"B5",0.9
"HD 185144","bj23.149  ",13981.812,0.1867,68,"B5",1.0
"HD 185144","bj23.590  ",13982.909,0.1867,63,"B5",1.3
"HD 185144","bj23.591  ",13982.91,0.186,58,"B5",1.5
"HD 185144","bj23.592  ",13982.91,0.1865,64,"B5",1.3
"HD 185144","bj23.1050 ",13983.806,0.1866,66,"B5",0.9
"HD 185144","bj23.1051 ",13983.807,0.1861,66,"B5",0.9
"HD 185144","bj23.1052 ",13983.807,0.1869,67,"B5",0.9
"HD 185144","bj23.1497 ",13984.914,0.1864,61,"B5",1.0
"HD 185144","bj23.1498 ",13984.914,0.1869,61,"B5",1.0
"HD 185144","bj23.1499 ",13984.915,0.1868,63,"B5",1.0
"HD 185144","bj26.920  ",14085.729,0.1834,39,"B5",2.5
"HD 185144","bj26.921  ",14085.73,0.1813,39,"B5",2.6
"HD 185144","bj26.922  ",14085.731,0.183,39,"B5",2.5
"HD 185144","bj26.923  ",14085.731,0.1832,38,"B5",2.4
"HD 185144","bj26.924  ",14085.732,0.1835,38,"B5",2.5
"HD 185144","bj32.239  ",14247.128,0.1956,59,"B5",1.1
"HD 185144","bj32.240  ",14247.128,0.196,58,"B5",1.1
"HD 185144","bj32.580  ",14248.07,0.1943,59,"B5",1.1
"HD 185144","bj32.585  ",14248.085,0.1957,55,"B5",1.7
"HD 185144","bj32.996  ",14249.108,0.1945,58,"B5",1.1
"HD 185144","bj32.997  ",14249.108,0.1958,57,"B5",1.1
"HD 185144","bj32.998  ",14249.109,0.1943,58,"B5",1.3
"HD 185144","bj32.1379 ",14250.029,0.1949,60,"B5",1.3
"HD 185144","bj32.1380 ",14250.03,0.1942,57,"B5",1.4
"HD 185144","bj32.1381 ",14250.03,0.1946,59,"B5",1.3
"HD 185144","bj32.2201 ",14252.075,0.1954,51,"B5",0.9
"HD 185144","bj32.2202 ",14252.076,0.1951,54,"B5",0.9
"HD 185144","bj32.2203 ",14252.076,0.1951,52,"B5",1.0
"HD 185144","bj33.238  ",14256.051,0.1963,53,"B5",0.8
"HD 185144","bj33.239  ",14256.052,0.1958,52,"B5",0.8
"HD 185144","bj35.485  ",14279.014,0.1942,54,"B5",1.7
"HD 185144","bj35.486  ",14279.014,0.1943,56,"B5",1.7
"HD 185144","bj35.487  ",14279.015,0.194,59,"B5",1.5
"HD 185144","bj36.151  ",14285.935,0.1921,53,"B5",2.7
"HD 185144","bj36.152  ",14285.936,0.1917,54,"B5",2.7
"HD 185144","bj36.153  ",14285.937,0.1917,54,"B5",2.6
"HD 185144","bj38.212  ",14295.006,0.1938,61,"B5",1.1
"HD 185144","bj38.213  ",14295.007,0.1931,59,"B5",1.0
"HD 185144","bj38.214  ",14295.007,0.1933,62,"B5",1.0
"HD 185144","bj41.214  ",14305.047,0.1945,58,"B5",1.4
"HD 185144","bj41.215  ",14305.048,0.1938,63,"B5",1.5
"HD 185144","bj41.216  ",14305.048,0.194,60,"B5",1.4
"HD 185144","bj41.611  ",14306.032,0.1944,57,"B5",0.9
"HD 185144","bj41.612  ",14306.032,0.194,61,"B5",0.9
"HD 185144","bj41.613  ",14306.033,0.1947,60,"B5",1.0
"HD 185144","bj41.1010 ",14307.046,0.1936,59,"B5",1.0
"HD 185144","bj41.1011 ",14307.047,0.1944,61,"B5",1.0
"HD 185144","bj41.1012 ",14307.047,0.1938,60,"B5",1.0
"HD 185144","bj41.1439 ",14308.095,0.1939,44,"B5",1.2
"HD 185144","bj41.1440 ",14308.095,0.1947,44,"B5",1.2
"HD 185144","bj41.1441 ",14308.096,0.1948,47,"B5",1.3
"HD 185144","bj41.1810 ",14309.076,0.1966,48,"B5",1.9
"HD 185144","bj41.1811 ",14309.077,0.1963,46,"B5",1.7
"HD 185144","bj41.1812 ",14309.078,0.1967,46,"B5",1.5
"HD 185144","bj41.2223 ",14310.07,0.1947,48,"B5",1.4
"HD 185144","bj41.2224 ",14310.071,0.1934,50,"B5",1.5
"HD 185144","bj41.2225 ",14310.071,0.1942,48,"B5",1.7
"HD 185144","bj41.2621 ",14311.051,0.1951,51,"B5",1.2
"HD 185144","bj41.2622 ",14311.052,0.1951,52,"B5",1.1
"HD 185144","bj41.2623 ",14311.052,0.1948,53,"B5",1.2
"HD 185144","bj41.3022 ",14312.045,0.1955,55,"B5",1.0
"HD 185144","bj41.3023 ",14312.045,0.1949,51,"B5",1.3
"HD 185144","bj41.3024 ",14312.046,0.1938,51,"B5",1.5
"HD 185144","bj41.3420 ",14313.039,0.1953,51,"B5",1.9
"HD 185144","bj41.3421 ",14313.039,0.1941,50,"B5",2.2
"HD 185144","bj41.3422 ",14313.04,0.194,49,"B5",2.2
"HD 185144","bj41.3823 ",14314.021,0.1955,52,"B5",1.3
"HD 185144","bj41.3824 ",14314.022,0.1953,52,"B5",1.4
"HD 185144","bj41.3825 ",14314.023,0.1956,53,"B5",1.4
"HD 185144","bj41.4218 ",14315.075,0.1977,46,"B5",1.1
"HD 185144","bj41.4219 ",14315.076,0.1957,42,"B5",1.2
"HD 185144","bj41.4220 ",14315.077,0.1968,47,"B5",1.1
"HD 185144","bj42.138  ",14318.886,0.1973,76,"B5",1.5
"HD 185144","bj42.139  ",14318.887,0.197,73,"B5",1.5
"HD 185144","bj42.140  ",14318.888,0.1974,80,"B5",1.6
"HD 185144","bj43.171  ",14335.902,0.2017,57,"B5",1.0
"HD 185144","bj43.172  ",14335.902,0.2019,58,"B5",1.1
"HD 185144","bj43.173  ",14335.903,0.2026,61,"B5",1.0
"HD 185144","bj43.4162 ",14338.968,0.2046,57,"B5",1.0
"HD 185144","bj43.4163 ",14338.969,0.2028,54,"B5",1.0
"HD 185144","bj43.4164 ",14338.969,0.2038,54,"B5",1.0
"HD 185144","bj44.193  ",14339.905,0.2042,63,"B5",1.0
"HD 185144","bj44.194  ",14339.906,0.2052,58,"B5",1.0
"HD 185144","bj45.151  ",14343.825,0.2054,60,"B5",0.9
"HD 185144","bj45.152  ",14343.825,0.2049,62,"B5",0.9
"HD 185144","bj45.153  ",14343.826,0.205,64,"B5",0.9
"HD 185144","bj47.120  ",14396.74,0.2048,60,"B5",1.3
"HD 185144","bj47.121  ",14396.741,0.2042,57,"B5",1.1
"HD 185144","bj47.122  ",14396.741,0.2034,60,"B5",1.2
"HD 185144","bj47.324  ",14397.772,0.2043,57,"B5",1.0
"HD 185144","bj47.325  ",14397.773,0.2037,54,"B5",1.1
"HD 185144","bj47.326  ",14397.774,0.203,55,"B5",1.1
"HD 185144","bj47.716  ",14398.77,0.2032,53,"B5",2.2
"HD 185144","bj47.717  ",14398.771,0.2015,49,"B5",2.5
"HD 185144","bj47.718  ",14398.772,0.2021,51,"B5",2.6
"HD 185144","bj52.596  ",14546.145,0.2214,60,"B5",1.0
"HD 185144","bj52.597  ",14546.146,0.2214,60,"B5",1.0
"HD 185144","bj52.598  ",14546.146,0.2223,57,"B5",1.0
"HD 185144","bj52.989  ",14547.151,0.2199,59,"B5",1.0
"HD 185144","bj52.990  ",14547.151,0.2209,57,"B5",1.0
"HD 185144","bj52.991  ",14547.152,0.2206,61,"B5",0.9
"HD 185144","bj52.992  ",14547.153,0.2201,58,"B5",1.0
"HD 185144","bj52.993  ",14547.153,0.22,58,"B5",1.1
"HD 185144","bj53.305  ",14548.146,0.22,46,"B5",1.1
"HD 185144","bj53.306  ",14548.146,0.2194,50,"B5",1.1
"HD 185144","bj53.307  ",14548.147,0.22,48,"B5",1.0
"HD 185144","bj53.716  ",14549.126,0.2187,48,"B5",0.9
"HD 185144","bj54.1077 ",14602.974,0.2166,48,"B5",0.9
"HD 185144","bj54.1479 ",14603.981,0.2159,50,"B5",1.1
"HD 185144","bj55.139  ",14634.036,0.2166,45,"B5",1.2
"HD 185144","bj55.331  ",14634.951,0.2156,49,"B5",1.1
"HD 185144","bj55.332  ",14634.951,0.2163,48,"B5",1.1
"HD 185144","bj55.547  ",14636.005,0.2163,49,"B5",0.9
"HD 185144","bj55.548  ",14636.006,0.2173,49,"B5",0.9
"HD 185144","bj55.743  ",14637.032,0.2162,44,"B5",1.4
"HD 185144","bj55.744  ",14637.033,0.2168,49,"B5",1.3
"HD 185144","bj55.958  ",14637.99,0.2149,50,"B5",1.1
"HD 185144","bj55.1253 ",14639.031,0.2154,50,"B5",1.0
"HD 185144","bj55.1254 ",14639.032,0.2158,47,"B5",1.0
"HD 185144","bj55.1471 ",14640.074,0.2161,46,"B5",1.5
"HD 185144","bj55.1472 ",14640.074,0.2153,43,"B5",1.7
"HD 185144","bj55.1610 ",14640.984,0.2186,46,"B5",1.3
"HD 185144","bj55.1611 ",14640.985,0.2171,45,"B5",1.1
"HD 185144","bj55.1837 ",14642.014,0.2159,44,"B5",1.2
"HD 185144","bj55.1838 ",14642.014,0.2172,47,"B5",1.1
"HD 185144","bj55.1839 ",14642.015,0.2171,51,"B5",1.0
"HD 185144","bj55.1840 ",14642.016,0.2167,50,"B5",1.1
"HD 185144","bj55.1841 ",14642.017,0.216,53,"B5",1.1
"HD 185144","bj55.1842 ",14642.017,0.2159,49,"B5",1.0
"HD 185144","bj55.1843 ",14642.018,0.2155,53,"B5",1.1
"HD 185144","bj55.1844 ",14642.019,0.2157,51,"B5",1.1
"HD 185144","bj55.1845 ",14642.02,0.2159,49,"B5",1.4
"HD 185144","bj55.2045 ",14644.135,0.2176,38,"B5",1.3
"HD 185144","bj55.2046 ",14644.136,0.2181,39,"B5",1.2
"HD 185144","bj57.160  ",14674.983,0.2212,48,"B5",1.1
"HD 185144","bj57.161  ",14674.984,0.2199,46,"B5",1.1
"HD 185144","bj57.162  ",14674.984,0.2212,47,"B5",1.0
"HD 185144","bj58.118  ",14688.907,0.2229,45,"B5",1.6
"HD 185144","bj58.119  ",14688.907,0.2238,51,"B5",0.9
"HD 185144","bj58.414  ",14689.925,0.2242,48,"B5",1.1
"HD 185144","bj58.415  ",14689.925,0.2237,50,"B5",1.1
"HD 185144","bj58.416  ",14689.926,0.2234,48,"B5",1.1
"HD 185144","bj59.103  ",14717.868,0.2319,49,"B5",1.3
"HD 185144","bj59.104  ",14717.869,0.2302,44,"B5",1.6
"HD 185144","bj59.105  ",14717.869,0.2296,47,"B5",1.6
"HD 185144","bj59.426  ",14718.925,0.2303,45,"B5",1.1
"HD 185144","bj59.427  ",14718.926,0.2307,45,"B5",1.2
"HD 185144","bj59.428  ",14718.926,0.2311,46,"B5",1.0
"HD 185144","bj59.737  ",14719.926,0.2309,45,"B5",1.4
"HD 185144","bj59.738  ",14719.927,0.229,42,"B5",1.6
"HD 185144","bj59.739  ",14719.927,0.2291,43,"B5",1.4
"HD 185144","bj59.1018 ",14720.876,0.2306,46,"B5",1.2
"HD 185144","bj59.1019 ",14720.876,0.2299,47,"B5",1.1
"HD 185144","bj59.1020 ",14720.877,0.2301,49,"B5",1.0
"HD 185144","bj59.1317 ",14721.89,0.2318,45,"B5",1.4
"HD 185144","bj59.1318 ",14721.89,0.2312,46,"B5",1.5
"HD 185144","bj59.1319 ",14721.891,0.2312,42,"B5",1.6
"HD 185144","bj59.1591 ",14722.801,0.2329,45,"B5",1.5
"HD 185144","bj59.1592 ",14722.802,0.2323,45,"B5",1.5
"HD 185144","bj59.1593 ",14722.803,0.2327,46,"B5",1.4
"HD 185144","bj59.1892 ",14723.821,0.2306,51,"B5",1.0
"HD 185144","bj59.1893 ",14723.822,0.2296,47,"B5",1.1
"HD 185144","bj59.1894 ",14723.822,0.2301,47,"B5",1.2
"HD 185144","bj59.2205 ",14724.852,0.2302,49,"B5",1.2
"HD 185144","bj59.2206 ",14724.853,0.2303,45,"B5",1.2
"HD 185144","bj59.2207 ",14724.853,0.2298,47,"B5",1.3
"HD 185144","bj60.92   ",14725.807,0.2303,50,"B5",1.3
"HD 185144","bj60.93   ",14725.807,0.2301,51,"B5",1.1
"HD 185144","bj60.94   ",14725.808,0.2312,46,"B5",1.1
"HD 185144","bj60.509  ",14726.841,0.2315,48,"B5",1.0
"HD 185144","bj60.510  ",14726.841,0.232,50,"B5",1.1
"HD 185144","bj60.511  ",14726.842,0.2321,49,"B5",1.0
"HD 185144","bj60.760  ",14727.85,0.2315,49,"B5",1.0
"HD 185144","bj61.685  ",14779.797,0.2217,36,"B5",2.1
"HD 185144","bj61.686  ",14779.797,0.2188,35,"B5",2.3
"HD 185144","bj61.687  ",14779.798,0.2221,36,"B5",1.8
"HD 185144","bj67.335  ",14928.146,0.2116,47,"B5",1.1
"HD 185144","bj67.336  ",14928.147,0.213,47,"B5",1.2
"HD 185144","bj67.337  ",14928.147,0.212,47,"B5",1.2
"HD 185144","bj67.338  ",14928.148,0.2114,48,"B5",1.4
"HD 185144","bj67.558  ",14929.141,0.2112,51,"B5",0.9
"HD 185144","bj67.559  ",14929.142,0.2114,53,"B5",1.0
"HD 185144","bj67.560  ",14929.142,0.2116,49,"B5",1.0
"HD 185144","bj67.757  ",14930.1,0.2109,43,"B5",1.5
"HD 185144","bj67.758  ",14930.101,0.2098,43,"B5",1.5
"HD 185144","bj67.759  ",14930.101,0.2117,43,"B5",1.4
"HD 185144","bj68.561  ",14956.052,0.2099,48,"B5",0.8
"HD 185144","bj68.562  ",14956.052,0.2104,45,"B5",0.8
"HD 185144","bj68.563  ",14956.053,0.2107,49,"B5",0.9
"HD 185144","bj68.953  ",14957.046,0.2093,41,"B5",1.4
"HD 185144","bj68.954  ",14957.047,0.2089,43,"B5",1.3
"HD 185144","bj68.955  ",14957.047,0.2083,42,"B5",1.4
"HD 185144","bj70.235  ",14984.106,0.2115,52,"B5",0.9
"HD 185144","bj70.236  ",14984.107,0.2104,47,"B5",0.9
"HD 185144","bj70.237  ",14984.108,0.2112,52,"B5",0.9
"HD 185144","bj70.494  ",14985.079,0.2103,47,"B5",1.0
"HD 185144","bj70.495  ",14985.079,0.2111,47,"B5",1.0
"HD 185144","bj70.496  ",14985.08,0.21,48,"B5",1.1
"HD 185144","bj70.1453 ",14989.035,0.2123,48,"B5",1.0
"HD 185144","bj70.1454 ",14989.035,0.2118,49,"B5",1.0
"HD 185144","bj70.1455 ",14989.036,0.2117,47,"B5",1.1
"HD 185144","bj71.33   ",14995.124,0.2115,45,"B5",1.3
"HD 185144","bj71.34   ",14995.124,0.2124,47,"B5",1.1
"HD 185144","bj71.35   ",14995.125,0.212,45,"B5",1.1
"HD 185144","bj72.131  ",15014.868,0.2088,49,"B5",0.9
"HD 185144","bj72.132  ",15014.869,0.209,46,"B5",0.8
"HD 185144","bj72.133  ",15014.87,0.208,49,"B5",0.9
"HD 185144","bj72.476  ",15015.959,0.209,51,"B5",1.1
"HD 185144","bj72.477  ",15015.96,0.2095,45,"B5",1.2
"HD 185144","bj72.478  ",15015.96,0.2087,48,"B5",1.1
"HD 185144","bj72.825  ",15017.087,0.2088,41,"B5",0.9
"HD 185144","bj72.826  ",15017.087,0.2079,44,"B5",0.8
"HD 185144","bj72.827  ",15017.088,0.2091,44,"B5",0.8
"HD 185144","bj72.1074 ",15019.048,0.2072,44,"B5",1.2
"HD 185144","bj72.1075 ",15019.049,0.2089,45,"B5",1.1
"HD 185144","bj72.1076 ",15019.05,0.2092,44,"B5",1.2
"HD 185144","bj74.327  ",15042.996,0.2137,39,"B5",1.4
"HD 185144","bj74.328  ",15042.997,0.214,44,"B5",1.3
"HD 185144","bj74.329  ",15042.997,0.2141,45,"B5",1.1
"HD 185144","bj74.495  ",15043.883,0.2148,44,"B5",1.3
"HD 185144","bj74.496  ",15043.884,0.2153,44,"B5",1.4
"HD 185144","bj74.497  ",15043.884,0.2133,42,"B5",1.4
"HD 185144","bj76.105  ",15073.954,0.214,42,"B5",1.1
