Name,FileName,BJD,S,SNR,Decker,Seeing
"HD 141004","bj237.285 ",17616.772,0.1643,78,"B5",0.9
"HD 141004","bj237.479 ",17617.831,0.1654,57,"B5",1.3
"HD 141004","bj237.480 ",17617.832,0.1652,61,"B5",1.4
"HD 141004","bj237.481 ",17617.832,0.1648,68,"B5",1.1
"HD 141004","bj237.681 ",17618.833,0.1657,62,"B5",1.0
"HD 141004","bj237.682 ",17618.833,0.1669,62,"B5",1.0
"HD 141004","bj237.683 ",17618.834,0.1651,68,"B5",1.0
"HD 141004","bj238.70  ",17620.841,0.1646,61,"B5",1.2
"HD 141004","bj238.71  ",17620.842,0.165,58,"B5",1.2
"HD 141004","bj238.72  ",17620.842,0.1645,55,"B5",1.4
"HD 141004","bj238.293 ",17621.808,0.1652,64,"B5",1.4
"HD 141004","bj238.294 ",17621.809,0.1648,58,"B5",1.4
"HD 141004","bj238.295 ",17621.81,0.1643,59,"B5",1.6
"HD 141004","bj239.62  ",17633.758,0.1608,57,"B5",2.1
"HD 141004","bj239.63  ",17633.759,0.1612,58,"B5",1.9
"HD 141004","bj239.64  ",17633.76,0.1612,57,"B5",1.9
"HD 141004","bj240.62  ",17651.699,0.1624,70,"C2",1.0
"HD 141004","bj240.63  ",17651.7,0.1623,76,"C2",1.1
"HD 141004","bj240.64  ",17651.7,0.1628,71,"C2",1.0
"HD 141004","bj240.262 ",17652.699,0.1622,74,"C2",1.1
"HD 141004","bj240.263 ",17652.699,0.1616,70,"C2",0.9
"HD 141004","bj240.264 ",17652.7,0.1616,66,"C2",1.1
"HD 141004","bj240.463 ",17653.697,0.1614,72,"C2",1.1
"HD 141004","bj240.464 ",17653.697,0.1598,69,"C2",1.3
"HD 141004","bj240.465 ",17653.698,0.1612,74,"C2",1.2
"HD 141004","bj268.67  ",17988.719,0.1646,67,"C2",1.1
"HD 141004","bj268.68  ",17988.72,0.1642,68,"C2",1.1
"HD 141004","bj268.69  ",17988.72,0.1642,75,"C2",1.1
"HD 141004","bj271.67  ",18002.709,0.1628,69,"C2",1.0
"HD 141004","bj289.86  ",18248.039,0.1668,60,"B5",1.4
"HD 141004","bj289.87  ",18248.039,0.1673,62,"B5",1.3
"HD 141004","bj289.88  ",18248.04,0.1662,62,"B5",1.2
"HD 141004","bj293.695 ",18301.875,0.1702,58,"B5",1.6
"HD 141004","bj293.696 ",18301.877,0.1699,58,"B5",1.6
"HD 141004","bj293.697 ",18301.879,0.1702,59,"B5",1.4
"HD 141004","bj299.461 ",18346.729,0.165,68,"C2",1.0
"HD 141004","bj299.462 ",18346.73,0.1656,68,"C2",1.1
"HD 141004","bj299.463 ",18346.73,0.1662,67,"C2",1.0
"HD 141004","bj317.186 ",18509.141,0.163,69,"B5",1.2
"HD 141004","bj317.187 ",18509.141,0.1622,67,"B5",1.1
"HD 141004","bj317.188 ",18509.142,0.1619,73,"B5",1.1
"HD 141004","bj333.273 ",18645.766,0.1613,75,"B5",0.8
"HD 141004","bj333.274 ",18645.766,0.1622,73,"B5",0.9
"HD 141004","bj333.275 ",18645.767,0.1617,72,"B5",0.8
"HD 141004","bj333.471 ",18646.8,0.1631,65,"B5",0.9
"HD 141004","bj333.472 ",18646.8,0.1623,68,"B5",1.0
"HD 141004","bj333.473 ",18646.801,0.1625,65,"B5",1.0
"HD 141004","bj334.286 ",18651.831,0.165,66,"B5",1.2
"HD 141004","bj334.287 ",18651.832,0.1638,70,"B5",1.1
"HD 141004","bj334.288 ",18651.833,0.1649,67,"B5",1.2
"HD 141004","bj335.176 ",18659.796,0.1654,73,"B5",1.0
"HD 141004","bj335.177 ",18659.797,0.1647,74,"B5",0.9
"HD 141004","bj335.178 ",18659.797,0.1651,74,"B5",0.9
"HD 141004","bj800.136 ",14701.847,0.1635,52,"B5",2.1
"HD 141004","bj800.137 ",14701.847,0.1646,58,"B5",2.0
"HD 141004","bj800.138 ",14701.848,0.1644,54,"B5",2.1
"HD 141004","bj800.139 ",14701.849,0.1642,53,"B5",2.0
"HD 141004","bj800.140 ",14701.849,0.1642,53,"B5",2.0
"HD 141004","bj800.141 ",14701.85,0.1639,53,"B5",2.1
"HD 141004","bj800.142 ",14701.851,0.1645,51,"B5",2.1
"HD 141004","bj800.143 ",14701.852,0.1641,53,"B5",2.1
"HD 141004","bj801.122 ",14702.792,0.1646,75,"B5",1.6
"HD 141004","bj801.123 ",14702.793,0.1649,76,"B5",1.2
"HD 141004","bj801.124 ",14702.793,0.1649,78,"B5",1.3
"HD 141004","bj801.125 ",14702.794,0.1657,78,"B5",1.4
"HD 141004","bj801.126 ",14702.794,0.1651,75,"B5",1.2
"HD 141004","bj801.127 ",14702.795,0.1647,71,"B5",1.8
"HD 141004","bj801.128 ",14702.796,0.1656,74,"B5",1.5
"HD 141004","bj801.129 ",14702.796,0.1653,76,"B5",1.5
"HD 141004","bj802.119 ",14703.789,0.1653,71,"B5",1.7
"HD 141004","bj802.120 ",14703.79,0.1655,75,"B5",1.4
"HD 141004","bj802.121 ",14703.79,0.1654,64,"B5",2.0
"HD 141004","bj802.122 ",14703.791,0.1653,63,"B5",2.4
"HD 141004","bj802.123 ",14703.792,0.1649,64,"B5",2.3
"HD 141004","bj802.124 ",14703.793,0.1654,66,"B5",1.8
"HD 141004","bj803.121 ",14704.82,0.1635,56,"B5",2.7
"HD 141004","bj803.122 ",14704.821,0.1636,52,"B5",2.6
"HD 141004","bj803.123 ",14704.821,0.1634,57,"B5",2.5
"HD 141004","bj803.124 ",14704.822,0.1638,54,"B5",2.5
"HD 141004","bj803.125 ",14704.823,0.1635,56,"B5",2.4
"HD 141004","bj803.126 ",14704.824,0.1641,53,"B5",2.3
"HD 141004","bj818.135 ",14968.045,0.1593,74,"B5",1.0
"HD 141004","bj818.136 ",14968.047,0.1596,75,"B5",0.9
"HD 141004","bj818.137 ",14968.048,0.1596,77,"B5",1.0
"HD 141004","bj818.138 ",14968.049,0.159,74,"B5",1.0
"HD 141004","bj818.139 ",14968.05,0.1591,77,"B5",1.0
"HD 141004","bj822.131 ",15023.835,0.1601,74,"B5",1.2
"HD 141004","bj822.132 ",15023.836,0.1606,73,"B5",1.3
"HD 141004","bj822.133 ",15023.838,0.1598,71,"B5",1.4
"HD 141004","bj822.134 ",15023.839,0.1605,73,"B5",1.2
"HD 141004","bj844.199 ",15340.004,0.1642,77,"B5",1.2
"HD 141004","bj844.200 ",15340.005,0.1646,74,"B5",1.6
"HD 141004","bj844.201 ",15340.006,0.1639,76,"B5",1.2
"HD 141004","bj844.202 ",15340.006,0.1642,74,"B5",1.5
"HD 141004","bj844.203 ",15340.007,0.1643,78,"B5",1.3
"HD 141004","bj844.204 ",15340.008,0.1643,72,"B5",1.5
"HD 141004","bj844.205 ",15340.008,0.1638,77,"B5",1.3
"HD 141004","bj907.115 ",16549.739,0.1661,71,"B5",1.3
"HD 141004","bj907.116 ",16549.74,0.1662,73,"B5",1.2
"HD 141004","bj907.117 ",16549.74,0.166,79,"B5",1.1
"HD 141004","bj907.118 ",16549.741,0.1659,75,"B5",1.3
"HD 141004","bj907.119 ",16549.741,0.166,76,"B5",1.2
"HD 141004","bj907.120 ",16549.742,0.1663,73,"B5",1.3
"HD 141004","bj909.122 ",16551.766,0.1654,66,"B5",1.6
"HD 141004","bj909.123 ",16551.767,0.1659,62,"B5",1.8
"HD 141004","bj909.124 ",16551.767,0.1661,61,"B5",1.6
"HD 141004","bj909.125 ",16551.768,0.1656,63,"B5",1.7
"HD 141004","bj909.126 ",16551.769,0.1659,65,"B5",1.7
"HD 141004","bj909.127 ",16551.769,0.1661,64,"B5",1.6
"HD 141004","bj339.260 ",18714.722,0.1609,78,"C2",0.9
"HD 141004","bj339.261 ",18714.723,0.1595,74,"C2",1.1
"HD 141004","bj339.262 ",18714.723,0.161,72,"C2",1.1
"HD 141004","bj339.461 ",18715.721,0.1593,72,"C2",0.9
"HD 141004","bj339.462 ",18715.721,0.1594,77,"C2",0.9
"HD 141004","bj339.463 ",18715.722,0.1586,76,"C2",1.0
"HD 141004","bj341.59  ",18722.718,0.162,79,"C2",1.0
"HD 141004","bj341.60  ",18722.719,0.1608,79,"C2",0.9
"HD 141004","bj341.61  ",18722.719,0.1606,74,"C2",1.0
"HD 141004","bj396.519 ",19210.177,0.1616,67,"C2",1.2
"HD 141004","bj396.520 ",19210.178,0.1615,73,"C2",1.2
"HD 141004","bj396.521 ",19210.178,0.1617,64,"C2",1.1
"HD 141004","bj400.343 ",19238.117,0.1606,58,"B5",1.5
"HD 141004","bj400.344 ",19238.118,0.1609,62,"B5",1.3
"HD 141004","bj400.345 ",19238.119,0.1612,62,"B5",1.4
"HD 141004","bj406.77  ",19302.025,0.165,60,"B5",1.8
"HD 141004","bj406.78  ",19302.027,0.1657,61,"B5",1.8
"HD 141004","bj406.79  ",19302.028,0.1654,60,"B5",1.8
"HD 141004","bj427.61  ",19448.727,0.1652,66,"B5",1.8
"HD 141004","bj427.62  ",19448.728,0.1653,69,"B5",1.5
"HD 141004","bj427.63  ",19448.728,0.1652,60,"B5",1.7
"HD 141004","bj428.268 ",19456.717,0.1618,78,"C2",1.2
"HD 141004","bj428.269 ",19456.718,0.162,80,"C2",1.1
"HD 141004","bj428.270 ",19456.719,0.1628,78,"C2",1.0
"HD 141004","bj470.282 ",19745.851,0.1684,65,"B5",1.3
"HD 141004","bj470.283 ",19745.852,0.1691,65,"B5",1.6
"HD 141004","bj470.284 ",19745.852,0.169,69,"B5",1.4
"HD 141004","bj513.87  ",20094.815,0.1669,67,"C2",1.5
"HD 89391","bj06.10   ",13424.978,0.1476,55,"B5",1.4
"HD 89391","bj31.165  ",14216.867,0.147,28,"B5",1.1
"HD 89391","bj50.327  ",14492.982,0.1467,40,"B5",1.0
"HD 89391","bj50.334  ",14492.992,0.1464,44,"B5",1.0
"HD 89391","bj51.132  ",14543.952,0.1465,26,"B5",1.2
"HD 89391","bj51.134  ",14543.956,0.1459,32,"B5",1.3
"HD 89391","bj51.148  ",14544.023,0.1473,19,"B5",1.8
"HD 89391","bj53.252  ",14547.876,0.1462,38,"B5",1.3
"HD 89391","bj53.653  ",14548.869,0.1453,40,"B5",1.0
"HD 89391","bj54.1037 ",14602.811,0.1454,38,"B5",1.2
"HD 89391","bj54.1432 ",14603.79,0.1463,26,"B5",1.1
"HD 89391","bj63.829  ",14808.15,0.1475,28,"B5",1.0
"HD 89391","bj65.169  ",14847.041,0.1453,26,"B5",2.0
"HD 89391","bj89.306  ",15312.788,0.1452,28,"B5",1.0
"HD 89391","bj111.504 ",15558.13,0.1463,26,"B5",1.4
"HD 89391","bj116.417 ",15634.875,0.1449,29,"B5",0.9
"HD 89391","bj152.890 ",16101.751,0.1505,23,"B5",1.2
"HD 89391","bj185.857 ",16640.046,0.1476,23,"B5",1.0
"HD 89391","bj282.126 ",18149.947,0.148,26,"B5",1.7
"HD 89391","bj469.64  ",19737.738,0.1453,41,"C2",1.1
"HIP67164","bj06.31   ",13425.072,0.7008,8,"B5",1.7
"HIP67164","bj18.663  ",13841.901,0.6902,10,"B5",1.0
"HIP67164","bj52.177  ",14545.035,0.5838,10,"B5",1.0
"HIP67164","bj52.572  ",14546.026,0.6277,10,"B5",0.9
"HIP67164","bj118.1303",15673.853,0.7219,11,"C2",0.8
"HIP67164","bj150.115 ",16073.828,0.6562,8,"C2",1.5
"HIP67164","bj222.532 ",17414.044,0.5879,12,"C2",0.9
"HIP67164","bj222.742 ",17415.089,0.5883,11,"C2",1.2
"HIP67164","bj293.974 ",18303.797,0.5941,10,"C2",1.0
"HIP67164","bj329.484 ",18617.864,0.5229,9,"C2",1.3
"HIP67164","bj840.193 ",15260.129,0.522,10,"B5",1.1
"HD 115589","bj06.35   ",13425.081,0.1604,41,"B5",1.2
"HD 115589","bj18.664  ",13841.907,0.1616,46,"B5",0.9
"HD 115589","bj222.348 ",17413.135,0.1617,38,"B1",1.4
"HD 115589","bj282.334 ",18151.121,0.1623,31,"B5",1.4
"HD 115589","bj518.267 ",20120.75,0.161,32,"C2",1.1
"HD 114946","bj06.36   ",13425.085,0.1609,63,"B5",1.3
"HD 114946","bj14.730  ",13725.17,0.1614,41,"B5",1.7
"HD 114946","bj93.1663 ",15379.741,0.1598,47,"C2",1.0
"HD 114946","bj185.102 ",16637.173,0.1597,50,"C2",1.1
"HD 114946","bj204.265 ",17229.734,0.1625,53,"C2",1.4
"HD 114946","bj222.349 ",17413.138,0.1617,44,"B1",1.3
"HD 114946","bj222.574 ",17414.188,0.1561,50,"C2",1.5
"HD 114946","bj222.774 ",17415.188,0.1589,51,"C2",1.1
"HD 114946","bj233.1667",17587.738,0.1625,38,"C2",1.0
"HD 114946","bj249.340 ",17765.137,0.16,35,"C2",0.9
"HD 114946","bj334.279 ",18651.803,0.1626,39,"B5",1.2
"HD 114946","bj357.157 ",18833.174,0.1621,40,"C2",1.2
"HD 114946","bj376.67  ",19034.738,0.1632,36,"C2",1.0
"HD 114946","bj400.351 ",19238.158,0.162,47,"B5",1.3
"HD 114946","bj455.77  ",19657.009,0.1627,38,"B5",1.0
"HD 114946","bj455.78  ",19657.009,0.1627,38,"B5",0.9
"HD 114729","bj06.37   ",13425.088,0.1508,77,"B5",1.3
"HD 114729","bj18.672  ",13841.929,0.1513,72,"B5",1.1
"HD 114729","bj83.1037 ",15232.145,0.15,51,"B5",1.5
"HD 114729","bj93.1278 ",15377.77,0.1507,50,"B1",0.9
"HD 114729","bj93.1279 ",15377.771,0.1514,50,"B1",0.9
"HD 114729","bj120.867 ",15706.739,0.1508,50,"B5",1.1
"HD 114729","bj152.1076",16102.74,0.1489,63,"C2",1.2
"HD 114729","bj202.480 ",17208.75,0.1484,62,"C2",1.4
"HD 114729","bj233.1666",17587.737,0.1498,44,"C2",1.1
"HD 114729","bj259.82  ",17932.74,0.1485,58,"C2",1.4
"HD 114729","bj297.272 ",18337.738,0.1502,54,"C2",1.4
"HD 114729","bj319.166 ",18533.129,0.1532,36,"B5",1.9
"HD 114729","bj320.134 ",18560.073,0.1537,34,"B5",2.4
"HD 114729","bj518.264 ",20120.743,0.1479,60,"C2",1.2
"HD 117207","bj06.38   ",13425.09,0.1578,65,"B5",1.5
"HD 117207","bj18.671  ",13841.928,0.1583,60,"B5",1.2
"HD 117207","bj83.680  ",15231.125,0.1569,41,"B5",2.0
"HD 117207","bj93.1281 ",15377.774,0.1584,42,"B1",0.9
"HD 117207","bj93.1282 ",15377.775,0.1579,42,"B1",0.9
"HD 117207","bj95.665  ",15402.743,0.155,40,"B5",2.6
"HD 117207","bj120.868 ",15706.741,0.1582,37,"B5",1.0
"HD 117207","bj152.1077",16102.742,0.1561,54,"C2",1.3
"HD 117207","bj188.89  ",16826.818,0.1582,42,"B5",1.0
"HD 117207","bj202.481 ",17208.751,0.1555,53,"C2",1.4
"HD 117207","bj259.269 ",17933.749,0.1563,49,"C2",1.5
"HD 117207","bj297.271 ",18337.736,0.1591,49,"C2",1.3
"HD 117207","bj417.68  ",19395.741,0.159,54,"C2",0.9
"HD 117207","bj518.265 ",20120.744,0.1568,52,"C2",1.2
"HD 129010","bj06.41   ",13425.105,0.1426,81,"B5",1.6
"HD 129010","bj18.680  ",13841.965,0.1442,75,"B5",0.9
"HD 129010","bj120.882 ",15706.786,0.1427,54,"B5",1.0
"HD 129010","bj222.753 ",17415.139,0.1413,58,"B3",1.2
"HD 129010","bj229.274 ",17556.82,0.144,42,"C2",1.3
"HD 129010","bj237.672 ",17618.755,0.1462,36,"B5",1.3
"HD 129010","bj292.785 ",18294.807,0.1452,46,"B5",0.9
"HD 129010","bj295.477 ",18324.794,0.1441,55,"B5",1.2
"HD 129010","bj329.318 ",18616.918,0.1445,66,"B5",1.1
"HD 129010","bj484.66  ",19809.727,0.1444,61,"C2",1.2
"HIP71253","bj06.43   ",13425.114,0.8608,12,"B5",1.2
"HIP71253","bj18.679  ",13841.961,0.8834,13,"B5",0.9
"HIP71253","bj35.224  ",14277.763,0.9332,12,"B5",0.9
"HIP71253","bj35.422  ",14278.774,0.978,13,"B5",0.9
"HIP71253","bj35.829  ",14279.775,1.028,12,"B5",0.9
"HIP71253","bj36.120  ",14285.783,0.9296,9,"B5",1.7
"HIP71253","bj38.139  ",14294.824,0.9148,10,"B5",1.3
"HIP71253","bj39.133  ",14300.798,0.9879,12,"B5",1.0
"HIP71253","bj52.185  ",14545.068,0.8987,14,"B5",0.9
"HIP71253","bj116.961 ",15636.987,0.957,11,"C2",1.2
"HIP71253","bj118.1304",15673.861,0.9455,13,"C2",0.9
"HIP71253","bj222.752 ",17415.135,0.8821,15,"B3",1.1
"HIP71253","bj233.84  ",17579.799,0.8774,16,"C2",0.9
"HIP71253","bj317.179 ",18509.121,0.8765,14,"C2",1.2
"HIP71253","bj840.192 ",15260.12,1.057,14,"B5",1.0
"HIP71253","bj849.140 ",15371.916,1.048,7,"B5",1.6
"HIP71253","bj892.129 ",16116.847,0.9228,8,"B5",1.8
"HIP71253","bj892.130 ",16116.855,0.9299,7,"B5",1.9
"HIP71253","bj893.117 ",16117.806,0.9552,10,"B5",1.5
"HIP71253","bj893.118 ",16117.813,0.9797,10,"B5",1.5
"HIP71253","bj898.218 ",16291.142,0.9946,11,"B5",1.3
"HIP71253","bj898.219 ",16291.15,0.9734,13,"B5",1.2
"HIP71253","bj902.201 ",16330.07,1.01,13,"B5",1.1
"HIP71253","bj902.202 ",16330.077,0.9963,12,"B5",1.1
"HIP71253","bj905.186 ",16434.007,0.8555,12,"B5",1.4
"HIP71253","bj905.187 ",16434.015,0.7983,11,"B5",1.4
"HIP70975","bj06.44   ",13425.12,0.4814,9,"B5",1.1
"HIP70975","bj18.678  ",13841.954,0.4982,10,"B5",0.9
"HIP70975","bj52.186  ",14545.075,0.4941,10,"B5",0.8
"HIP70975","bj56.429  ",14667.823,0.5374,10,"B5",1.0
"HIP70975","bj120.291 ",15703.769,0.5285,9,"C2",0.9
"HIP70975","bj158.475 ",16173.742,0.8333,13,"B3",1.2
"HIP70975","bj180.875 ",16533.751,0.5376,9,"C2",1.3
"HIP70975","bj256.162 ",17907.951,0.5031,9,"C2",1.3
"HIP70975","bj290.71  ",18262.993,0.5493,9,"C2",1.3
"HIP70975","bj293.975 ",18303.806,0.6133,10,"C2",1.0
"HIP70975","bj297.73  ",18336.801,0.5402,8,"C2",1.2
"HIP70975","bj329.490 ",18617.885,0.5396,13,"C2",1.2
"HIP70975","bj823.130 ",15024.851,0.5233,9,"B5",0.9
"HIP70975","bj826.121 ",15050.79,0.5002,7,"B5",1.1
"HIP70975","bj836.223 ",15202.136,0.4957,7,"B5",1.6
"HIP70975","bj837.249 ",15203.134,0.5196,8,"B5",1.2
"HIP70975","bj840.191 ",15260.113,0.4896,11,"B5",0.9
"HIP70865","bj06.45   ",13425.127,0.9839,16,"B5",1.1
"HIP70865","bj15.621  ",13748.116,1.135,18,"B5",1.0
"HIP70865","bj18.675  ",13841.944,0.8702,17,"B5",0.9
"HIP70865","bj52.181  ",14545.054,0.9971,18,"B5",1.1
"HIP70865","bj52.580  ",14546.063,0.9545,18,"B5",0.9
"HIP70865","bj67.548  ",14929.108,1.054,17,"B5",0.8
"HIP70865","bj67.700  ",14929.837,0.8217,9,"B5",1.3
"HIP70865","bj70.181  ",14983.929,1.162,16,"B5",1.0
"HIP70865","bj70.442  ",14984.943,1.392,16,"B5",1.0
"HIP70865","bj70.747  ",14985.941,1.202,17,"B5",0.9
"HIP70865","bj70.1219 ",14987.934,1.133,16,"B5",1.2
"HIP70865","bj88.188  ",15290.052,1.076,16,"B5",0.9
"HIP70865","bj116.639 ",15636.05,1.086,16,"C2",1.0
"HIP70865","bj124.93  ",15733.807,1.051,18,"C2",1.0
"HIP70865","bj141.189 ",15932.154,1.029,19,"C2",1.1
"HIP70865","bj146.295 ",15991.952,1.007,16,"C2",1.4
"HIP70865","bj148.389 ",16019.962,1.093,19,"C2",0.9
"HIP70865","bj165.149 ",16319.11,1.277,15,"C2",1.5
"HIP70865","bj167.301 ",16345.017,1.168,15,"B5",0.9
"HIP70865","bj167.303 ",16345.031,1.293,14,"C2",1.0
"HIP70865","bj296.782 ",18331.812,1.223,13,"C2",1.4
"HIP70865","bj840.187 ",15260.082,1.046,18,"B5",1.2
"HIP70865","bj847.168 ",15369.973,1.096,7,"B5",1.5
"HIP70865","bj849.141 ",15371.922,1.072,18,"B5",1.0
"HIP70865","bj872.156 ",15719.925,1.118,17,"B5",0.9
"HIP70865","bj873.138 ",15720.881,1.134,13,"B5",1.1
"HIP70865","bj875.139 ",15749.851,1.112,10,"B5",2.0
"HIP70865","bj884.235 ",15911.139,0.9974,16,"B5",1.1
"HIP70865","bj884.236 ",15911.147,0.9981,17,"B5",1.0
"HIP70865","bj885.217 ",15912.139,0.9757,15,"B5",1.2
"HIP70865","bj885.218 ",15912.146,0.9757,16,"B5",1.1
"HIP70865","bj886.220 ",15913.137,0.979,16,"B5",1.2
"HIP70865","bj886.221 ",15913.144,0.9701,15,"B5",1.3
"HIP70865","bj887.181 ",15970.992,1.031,13,"B5",1.5
"HIP70865","bj887.182 ",15970.999,1.027,14,"B5",1.6
"HIP70865","bj888.182 ",15972.074,1.045,16,"B5",1.4
"HIP70865","bj888.183 ",15972.081,1.035,15,"B5",1.4
"HIP70865","bj892.126 ",16116.823,1.168,14,"B5",1.4
"HIP70865","bj892.127 ",16116.83,1.176,13,"B5",1.6
"HIP70865","bj893.115 ",16117.789,1.211,16,"B5",1.2
"HIP70865","bj893.116 ",16117.796,1.207,15,"B5",1.3
"HIP70865","bj898.209 ",16291.108,1.273,14,"B5",1.6
"HIP70865","bj898.210 ",16291.115,1.286,15,"B5",1.4
"HIP70865","bj899.226 ",16292.11,1.276,15,"B5",1.2
"HIP70865","bj899.227 ",16292.118,1.273,16,"B5",1.2
"HIP70865","bj901.195 ",16329.032,1.344,15,"B5",1.4
"HIP70865","bj901.196 ",16329.039,1.348,17,"B5",1.2
"HIP70865","bj902.206 ",16330.109,1.386,19,"B5",1.0
"HIP70865","bj902.207 ",16330.116,1.362,20,"B5",0.9
"HIP70865","bj904.134 ",16432.945,1.119,18,"B5",0.9
"HIP70865","bj904.135 ",16432.952,1.126,18,"B5",1.0
"HIP70865","bj905.175 ",16433.954,1.127,18,"B5",1.2
"HIP70865","bj905.176 ",16433.961,1.191,18,"B5",1.2
"HIP70865","bj906.115 ",16548.725,1.116,14,"B5",0.9
"HIP70865","bj906.116 ",16548.733,1.128,12,"B5",1.0
"HD 126614","bj06.46   ",13425.134,0.145,55,"B5",1.5
"HD 126614","bj16.676  ",13777.112,0.1435,66,"B5",1.0
"HD 126614","bj18.220  ",13838.02,0.1449,32,"B5",1.1
"HD 126614","bj28.641  ",14131.155,0.1464,46,"B5",1.9
"HD 126614","bj32.178  ",14246.946,0.1475,47,"B5",1.8
"HD 126614","bj32.179  ",14246.953,0.1481,42,"B5",2.1
"HD 126614","bj32.547  ",14247.941,0.1483,58,"B5",1.3
"HD 126614","bj32.943  ",14248.903,0.1494,59,"B5",1.2
"HD 126614","bj32.2127 ",14251.835,0.1493,61,"B5",0.9
"HD 126614","bj33.136  ",14255.78,0.1482,53,"B5",0.7
"HD 126614","bj33.137  ",14255.783,0.1487,53,"B5",0.8
"HD 126614","bj35.223  ",14277.757,0.1467,60,"B5",1.0
"HD 126614","bj35.421  ",14278.762,0.1469,60,"B5",1.1
"HD 126614","bj36.119  ",14285.776,0.1478,51,"B5",1.8
"HD 126614","bj38.140  ",14294.831,0.1461,57,"B5",1.2
"HD 126614","bj39.134  ",14300.804,0.1458,58,"B5",1.0
"HD 126614","bj50.373  ",14493.094,0.1471,52,"B5",1.0
"HD 126614","bj50.408  ",14493.171,0.1475,48,"B5",0.9
"HD 126614","bj53.688  ",14549.014,0.1462,48,"B5",1.0
"HD 126614","bj55.1403 ",14639.857,0.1484,47,"B5",1.1
"HD 126614","bj64.212  ",14839.127,0.1463,46,"B5",1.0
"HD 126614","bj64.213  ",14839.131,0.147,46,"B5",1.1
"HD 126614","bj66.204  ",14865.17,0.146,26,"B5",1.1
"HD 126614","bj66.396  ",14866.071,0.1448,20,"B5",1.0
"HD 126614","bj66.397  ",14866.078,0.1459,25,"B5",1.1
"HD 126614","bj66.398  ",14866.084,0.1445,37,"B5",1.1
"HD 126614","bj67.283  ",14927.916,0.1439,46,"B5",1.2
"HD 126614","bj67.546  ",14929.095,0.1437,45,"B5",1.0
"HD 126614","bj67.741  ",14930.034,0.1449,33,"B5",1.4
"HD 126614","bj67.742  ",14930.042,0.1438,35,"B5",1.2
"HD 126614","bj69.178  ",14964.018,0.144,45,"B5",0.9
"HD 126614","bj69.179  ",14964.021,0.1434,45,"B5",1.0
"HD 126614","bj69.180  ",14964.024,0.1436,45,"B5",0.9
"HD 126614","bj70.138  ",14983.794,0.1449,46,"B5",1.0
"HD 126614","bj70.414  ",14984.849,0.1463,47,"B5",0.9
"HD 126614","bj70.750  ",14985.95,0.1465,45,"B5",1.0
"HD 126614","bj70.1015 ",14986.939,0.1459,44,"B5",1.4
"HD 126614","bj70.1220 ",14987.941,0.1452,45,"B5",1.3
"HD 126614","bj70.1436 ",14988.955,0.1454,44,"B5",1.1
"HD 126614","bj72.106  ",15014.828,0.1453,47,"B5",0.9
"HD 126614","bj72.411  ",15015.838,0.1442,47,"B5",0.8
"HD 126614","bj72.778  ",15016.888,0.1443,45,"B5",0.8
"HD 126614","bj74.79   ",15041.847,0.1429,34,"B5",1.4
"HD 126614","bj74.286  ",15042.871,0.1469,18,"B5",1.9
"HD 126614","bj74.482  ",15043.819,0.142,39,"B5",1.7
"HD 126614","bj74.682  ",15044.796,0.1438,41,"B5",1.5
"HD 126614","bj81.709  ",15190.16,0.1429,44,"B5",1.3
"HD 126614","bj82.262  ",15197.158,0.1421,46,"C2",1.1
"HD 126614","bj83.42   ",15229.05,0.1455,41,"B5",1.5
"HD 126614","bj89.627  ",15313.845,0.142,46,"C2",0.9
"HD 126614","bj97.2143 ",15435.727,0.1412,45,"C2",1.2
"HD 126614","bj114.136 ",15606.143,0.1458,47,"B5",0.8
"HD 126614","bj120.873 ",15706.761,0.1427,45,"B5",0.9
"HD 126614","bj153.81  ",16109.761,0.1427,52,"B5",1.0
"HD 126614","bj166.606 ",16328.141,0.1424,51,"B5",1.2
"HD 126614","bj172.1477",16478.772,0.1416,51,"B5",1.5
"HD 126614","bj187.188 ",16709.006,0.1432,49,"B5",1.2
"HD 126614","bj190.573 ",16863.751,0.1425,50,"B5",1.5
"HD 126614","bj193.869 ",16892.73,0.141,49,"C2",1.1
"HD 126614","bj197.155 ",17061.145,0.142,51,"B5",1.3
"HD 126614","bj201.382 ",17199.817,0.1417,51,"B5",1.0
"HD 126614","bj202.1575",17214.775,0.1406,53,"C2",1.1
"HD 126614","bj237.76  ",17615.766,0.142,47,"B5",1.3
"HD 126614","bj259.85  ",17932.747,0.1397,49,"C2",1.1
"HD 126614","bj270.77  ",17999.736,0.1451,25,"B5",2.5
"HD 126614","bj294.574 ",18308.837,0.1453,48,"B5",1.1
"HD 126614","bj319.178 ",18533.163,0.1459,45,"B5",1.8
"HD 126614","bj329.488 ",18617.875,0.1439,50,"B5",1.1
"HD 126614","bj331.280 ",18628.837,0.1444,49,"B5",1.1
"HD 126614","bj334.281 ",18651.809,0.1446,52,"B5",0.9
"HD 126614","bj335.265 ",18660.744,0.1427,52,"C2",0.9
"HD 126614","bj820.131 ",15021.879,0.1456,47,"B5",1.8
"HD 126614","bj826.120 ",15050.784,0.1447,57,"B5",1.0
"HD 126614","bj852.123 ",15409.833,0.1438,36,"B5",1.9
"HD 126614","bj835.249 ",15201.138,0.1437,54,"B5",1.4
"HD 126614","bj840.190 ",15260.107,0.1425,60,"B5",0.9
